kmeans_cluster,BLACK VOICES,BUSINESS,COMEDY,ENTERTAINMENT,FOOD & DRINK,HEALTHY LIVING,HOME & LIVING,PARENTING,PARENTS,POLITICS,QUEER VOICES,SPORTS,STYLE & BEAUTY,TRAVEL,WELLNESS
0,0.013297872340425532,0.0026595744680851063,0.015957446808510637,0.02127659574468085,0.06382978723404255,0.0013297872340425532,0.14095744680851063,0.03324468085106383,0.010638297872340425,0.031914893617021274,0.006648936170212766,0.003989361702127659,0.44680851063829785,0.18351063829787234,0.023936170212765957
1,0.015594541910331383,0.009746588693957114,0.011695906432748537,0.042884990253411304,0.011695906432748537,0.023391812865497075,0.003898635477582846,0.5477582846003899,0.14619883040935672,0.08187134502923976,0.029239766081871343,0.007797270955165692,0.003898635477582846,0.021442495126705652,0.042884990253411304
2,0.016666666666666666,0.006666666666666667,0.08,0.04888888888888889,0.0,0.006666666666666667,0.0,0.0,0.0011111111111111111,0.8144444444444444,0.016666666666666666,0.006666666666666667,0.0,0.0022222222222222222,0.0
3,0.0,0.01818181818181818,0.01818181818181818,0.006060606060606061,0.3090909090909091,0.05454545454545454,0.012121212121212121,0.03636363636363636,0.012121212121212121,0.04242424242424243,0.006060606060606061,0.006060606060606061,0.01818181818181818,0.10303030303030303,0.3575757575757576
4,0.034292712798530314,0.05113288426209431,0.029546846295162278,0.11619718309859155,0.04240661359461115,0.04470300061236987,0.025872627066748317,0.05373545621555419,0.017911818738518066,0.20024494794856093,0.04623392529087569,0.04102878138395591,0.04546846295162278,0.07547458665033681,0.17575015309246786
